date,is_gap_sum,is_outlier_sum,psi30_r_4h_robust_z,psi30_mom_z_1w_robust_z,psi30_rv_rs_1w_robust_z,psi30_vov_2w_robust_z,psi30_lev_ratio_1w_robust_z,psi30_bb_z_1m_robust_z,psi30_amihud_1w_robust_z
2010-11-09,0,0,9.16501097216824,12.43385588583866,12.43385588583866,11.512810335715578,10.566209914350512,12.43385588583866,8.93059857862703
2010-11-10,0,0,7.792266747046459,12.43385588583866,7.53765025995025,12.43385588583866,7.53765025995025,12.43385588583866,10.334149934892917
2010-11-11,0,0,7.766872043595349,9.017724429234997,12.43385588583866,12.43385588583866,12.43385588583866,12.43385588583866,12.435401823082989
2010-11-12,0,0,7.605536365471927,7.53765025995025,10.799163236703595,12.43385588583866,9.202111976271702,10.799163236703595,10.399717764462078
2010-11-13,0,0,7.954140656568417,10.799163236703595,10.799163236703595,12.43385588583866,12.43385588583866,10.497798598519744,10.84858010461
2010-11-14,0,0,6.117519426824182,10.799163236703595,12.43385588583866,10.497798598519744,9.017724429234997,10.566209914350512,10.605341531219711
2010-11-15,0,0,4.826460891407478,9.017724429234997,12.43385588583866,10.497798598519744,12.43385588583866,10.497798598519744,7.874220716649879
2010-11-16,0,0,6.190558829486289,7.653626491156186,10.799163236703595,12.43385588583866,10.799163236703595,12.43385588583866,8.995625995104845
2010-11-17,0,0,7.920774790014847,9.017724429234997,12.43385588583866,12.43385588583866,10.497798598519744,9.017724429234997,11.514047468930624
2010-11-18,0,0,6.407087279917671,7.53765025995025,10.799163236703595,12.43385588583866,10.799163236703595,9.017724429234997,10.800400369918641
2010-11-19,0,0,6.122493827600561,9.017724429234997,12.43385588583866,12.43385588583866,10.566209914350516,12.43385588583866,10.479084063742548
2010-11-20,0,0,3.6609437453223084,9.202111976271702,10.566209914350512,12.43385588583866,10.497798598519744,10.799163236703595,12.435401823082987
2010-11-21,0,0,7.188679198343881,7.653626491156186,10.799163236703595,12.43385588583866,12.43385588583866,10.497798598519744,10.67867613817948
2010-11-22,0,0,4.66399992216545,7.653626491156186,10.799163236703595,10.799163236703595,10.799163236703595,9.017724429234997,10.398171827217752
2010-11-23,0,0,9.175634871927073,7.653626491156186,10.566209914350512,10.497798598519744,7.53765025995025,9.202111976271702,8.813385214206049
2010-11-24,0,0,7.46195242527343,6.173552321871439,10.566209914350512,9.017724429234997,7.653626491156186,9.017724429234997,9.01803323326428
2010-11-25,0,0,5.969266205121575,9.017724429234997,10.799163236703595,10.566209914350512,12.43385588583866,9.017724429234997,8.929361445411985
2010-11-26,0,0,7.680375079990191,6.173552321871439,10.566209914350512,12.43385588583866,12.43385588583866,7.53765025995025,9.01834203729356
2010-11-27,0,0,7.605536365471927,10.566209914350516,9.202111976271702,12.43385588583866,12.43385588583866,10.566209914350512,9.202420780300987
2010-11-28,0,0,5.969266205121575,7.653626491156187,10.497798598519744,9.202111976271702,9.017724429234997,9.017724429234997,12.434782297926507
2010-11-29,0,0,3.788699956123933,10.799163236703595,10.735172065804344,12.43385588583866,7.653626491156187,10.799163236703595,10.566827522409078
2010-11-30,0,0,7.796351311196127,12.43385588583866,11.512810335715578,12.43385588583866,12.433855885838662,11.512810335715578,10.566827522409078
2010-12-01,0,0,6.358391570020758,12.43385588583866,12.433855885838662,10.799163236703595,12.433855885838662,12.43385588583866,10.955638443573498
2010-12-02,0,0,7.792266747046459,7.53765025995025,12.433855885838662,9.017724429234997,12.433855885838664,12.43385588583866,10.59958857107394
2010-12-03,0,0,7.415038535943273,10.566209914350512,10.799163236703595,12.43385588583866,9.202111976271702,10.566209914350512,12.568384687011896
2010-12-04,0,0,9.16501097216824,7.53765025995025,10.799163236703595,10.799163236703595,10.497798598519744,10.566209914350512,8.99175918434267
2010-12-05,0,0,5.040392663640721,9.017724429234997,12.433855885838664,12.43385588583866,10.799163236703595,10.735172065804342,11.517790126938394
2010-12-06,0,0,3.6762947255619105,9.017724429234997,10.566209914350516,10.497798598519744,6.173552321871439,12.43385588583866,12.434164689867947
2010-12-07,0,0,9.275906572165903,7.653626491156186,7.653626491156186,12.43385588583866,10.497798598519744,9.202111976271702,9.032234452940417
2010-12-08,0,0,9.25477127299687,9.017724429234997,10.799163236703595,12.433855885838664,12.43385588583866,10.799163236703595,10.75500110048737
2010-12-09,0,0,7.201494599497356,7.53765025995025,10.566209914350516,12.433855885838662,9.202111976271702,10.566209914350512,10.566209914350512
2010-12-10,0,0,5.31617080011559,9.202111976271702,12.433855885838664,10.566209914350516,12.43385588583866,10.566209914350512,9.017724429234995
2010-12-11,0,0,5.064019714565714,9.202111976271706,10.799163236703595,10.799163236703595,9.202111976271702,9.202111976271702,10.566209914350516
2010-12-12,0,0,6.127265560172352,10.799163236703595,12.43385588583866,9.202111976271704,10.799163236703595,10.799163236703595,10.847034167365676
2010-12-13,0,0,4.993125012231433,7.53765025995025,12.43385588583866,10.497798598519744,9.202111976271702,6.173552321871439,7.653626491156186
2010-12-14,0,0,5.384215285590861,7.653626491156186,8.901748198029061,10.566209914350512,9.017724429234997,11.512810335715578,9.09435819557217
2010-12-15,0,0,6.290694036649152,12.433855885838662,12.43385588583866,10.497798598519744,9.202111976271702,11.512810335715578,6.25018608820861
2010-12-16,0,0,6.455625486710416,9.202111976271706,10.566209914350512,12.433855885838662,7.53765025995025,12.433855885838662,10.574028468701059
2010-12-17,0,0,4.926596098570341,10.799163236703595,10.799163236703595,9.202111976271702,10.497798598519744,12.433855885838662,9.020515240319558
2010-12-18,0,0,6.243929643219646,9.017724429234997,12.43385588583866,8.960058569728835,6.17355232187144,12.433855885838662,9.020515240319558
2010-12-19,0,0,6.290694036649152,9.202111976271702,9.202111976271702,11.512810335715578,9.017724429234997,12.433855885838662,9.129401824748076
2010-12-20,0,0,6.7621461313386275,10.497798598519744,10.799163236703595,12.433855885838662,9.017724429234997,12.433855885838662,8.735579641840317
2010-12-21,0,0,5.0694499745393236,7.653626491156187,10.566209914350512,9.202111976271702,10.566209914350512,12.433855885838662,9.472852583363391
2010-12-22,0,0,3.9221372428907104,10.799163236703595,10.799163236703595,10.566209914350512,12.433855885838664,10.799163236703595,8.998448758468122
2010-12-23,0,0,4.926596098570341,9.202111976271702,9.202111976271702,10.566209914350512,10.799163236703595,12.433855885838662,10.514983623946058
2010-12-24,0,0,7.478227828267886,10.566209914350512,12.43385588583866,7.53765025995025,10.799163236703595,12.433855885838662,10.479084063742548
2010-12-25,0,0,4.8117458426669595,9.017724429234997,12.43385588583866,10.497798598519744,10.799163236703595,12.433855885838662,10.567755851594839
2010-12-26,0,0,4.970531123090355,10.497798598519744,9.017724429234997,10.799163236703595,7.653626491156186,12.433855885838662,7.557614530638457
2010-12-27,0,0,4.5544964267839845,7.653626491156187,9.202111976271702,10.566209914350512,10.566209914350514,12.433855885838662,7.556790530938755
2010-12-28,0,0,4.6791486744873865,12.433855885838662,10.497798598519744,12.43385588583866,10.455973705767635,12.433855885838662,7.630324682162084
2010-12-29,0,0,10.916053684924483,12.433855885838662,9.202111976271706,10.566209914350512,12.43385588583866,12.433855885838662,11.03673341644297
2010-12-30,0,0,4.510009672894244,10.497798598519744,10.799163236703595,10.497798598519744,9.202111976271702,12.433855885838662,10.391336915410566
2010-12-31,0,0,3.1123349245903333,9.202111976271702,10.497798598519744,12.43385588583866,10.497798598519744,10.566209914350516,9.202420780300987
2011-01-01,0,0,4.29213096700305,7.53765025995025,12.43385588583866,9.202111976271702,8.901748198029061,10.799163236703595,10.804451831955692
2011-01-02,0,0,5.656228905081861,7.653626491156186,10.524807122607019,10.566209914350512,7.653626491156186,12.43385588583866,12.434473493897226
2011-01-03,0,0,6.385837066693028,9.202111976271702,12.435093019053706,10.497798598519744,6.173552321871439,9.202111976271702,10.799472040732876
2011-01-04,0,0,4.785748815339794,10.497798598519744,11.514665076989187,10.799163236703595,12.434164689867943,12.43385588583866,10.79978084476216
2011-01-05,0,0,5.568475383764451,9.202111976271702,12.43385588583866,10.497798598519744,12.433855885838662,10.799163236703595,10.799472040732876
2011-01-06,0,0,4.150487561500912,10.497798598519744,10.799163236703595,12.43385588583866,12.433855885838662,12.43385588583866,12.434164689867945
2011-01-07,0,0,7.492712326259099,9.202111976271706,10.799163236703595,12.43385588583866,10.566209914350516,9.017724429234997,9.202420780300987
2011-01-08,0,0,5.673247384171979,9.202111976271706,10.497798598519744,12.43385588583866,10.799163236703595,9.017724429234997,10.499961799771949
2011-01-09,0,0,7.58866446057864,10.497798598519744,10.497798598519744,10.799163236703595,10.497798598519744,9.017724429234997,10.398171827217752
2011-01-10,0,0,4.863994123392267,9.017724429234997,12.43385588583866,9.202111976271702,9.202111976271702,9.017724429234997,12.568384687011896
2011-01-11,0,0,6.166623984968562,10.799163236703595,7.53765025995025,10.799163236703595,10.497798598519744,10.566209914350512,12.435093019053706
2011-01-12,0,0,6.173552321871439,6.173552321871439,12.433855885838664,12.43385588583866,7.53765025995025,9.017724429234997,9.512319148983142
2011-01-13,0,1,5.708948023068243,7.53765025995025,11.512810335715578,10.497798598519744,9.017724429234997,7.457460640553842,12.435074833505357
2011-01-14,0,1,5.673210981777278,7.531518663933299,12.434164689867943,11.512810335715578,10.497798598519744,8.960058569728833,10.567120057987928
2011-01-15,0,0,3.9554130464912585,6.17355232187144,12.0515632198234,11.512810335715578,10.545675888051957,9.017724429234995,10.802516738879358
2011-01-16,0,0,3.7476850894167852,9.017724429234997,10.497798598519744,12.433855885838662,12.43385588583866,7.653626491156186,7.537959063979533
2011-01-17,0,0,5.000946229216767,12.43385588583866,12.434164689867945,12.433855885838662,9.017724429234997,10.566209914350512,10.72397107812469
2011-01-18,0,0,4.979674565833074,12.43385588583866,10.348206304155791,12.433855885838662,12.433855885838664,11.512810335715578,10.56682752240908
2011-01-19,0,0,3.628933046133966,12.43385588583866,12.43385588583866,12.433855885838664,12.433855885838662,11.512810335715578,9.126919817692796
2011-01-20,0,0,3.8150349420124545,6.173552321871439,10.566209914350512,10.799163236703595,10.522016311522457,12.43385588583866,9.202729584330267
2011-01-21,0,0,8.100098499364783,9.017724429234997,8.842542626265768,12.43385588583866,12.43385588583866,7.653626491156186,10.398789435276317
2011-01-22,0,0,3.8150349420124545,10.799163236703595,10.497798598519744,12.43385588583866,10.65622090066412,9.017724429234997,12.439453285120042
2011-01-23,0,0,3.824010051724675,10.566209914350512,10.799163236703595,10.799163236703595,10.799163236703595,6.17355232187144,10.79978084476216
2011-01-24,0,0,5.734102325651834,9.202111976271702,10.800400369918641,12.43385588583866,10.566209914350512,10.566209914350512,10.498416206578309
2011-01-25,0,0,3.971877980774656,10.497798598519744,9.017724429234997,9.017724429234997,12.43385588583866,10.566209914350512,10.574646076759624
2011-01-26,0,0,4.392225473050156,7.53765025995025,12.43385588583866,10.566209914350512,10.566209914350512,10.497798598519744,10.771457456204441
2011-01-27,0,0,3.809155020639447,9.202111976271702,12.43385588583866,12.43385588583866,8.991759184342667,10.799163236703595,10.800089648791444
2011-01-28,0,0,6.373271614839832,8.901748198029061,12.435093019053706,11.512810335715578,7.53765025995025,10.566209914350512,9.4314891285316
2011-01-29,0,0,5.049620684072988,10.497798598519744,12.43385588583866,12.43385588583866,10.799163236703595,10.799163236703595,9.061652276051564
2011-01-30,0,0,6.424415293097176,8.901748198029061,12.43385588583866,12.43385588583866,9.017724429234997,9.202111976271702,10.53406292126184
2011-01-31,0,0,5.13490155003936,12.433855885838662,10.499035731734786,12.43385588583866,10.799163236703595,6.173552321871439,12.304890623476084
2011-02-01,0,1,9.467340179550275,11.512810335715578,12.433855885838664,12.43385588583866,9.017724429234997,12.433855885838662,8.918097657933005
2011-02-02,0,0,7.819723424789227,10.566209914350516,12.433855885838664,7.53765025995025,10.497798598519744,12.433855885838662,8.91681843228847
2011-02-03,0,0,6.43878052515001,7.653626491156186,12.434164689867945,12.43385588583866,12.43385588583866,9.017724429234997,8.987594313880365
2011-02-04,0,0,7.609791090562819,9.017724429234997,9.01803323326428,12.43385588583866,10.566209914350512,7.53765025995025,10.547221825296285
2011-02-05,0,0,9.231615001276044,10.497798598519744,10.566209914350512,10.566209914350512,10.566209914350512,12.433855885838664,9.01803323326428
2011-02-06,0,0,10.505767067631794,7.53765025995025,12.43385588583866,12.43385588583866,9.017724429234997,7.653626491156186,9.019270366479322
2011-02-07,0,0,9.848717183494692,10.799163236703595,12.43385588583866,12.43385588583866,9.202111976271702,9.202111976271702,9.279054546638157
2011-02-08,0,0,11.191945919787017,10.497798598519744,11.512810335715578,10.799163236703595,10.497798598519744,12.43385588583866,10.41889242778105
2011-02-09,0,0,6.27433325739616,6.173552321871439,12.43385588583866,12.43385588583866,10.799163236703595,10.566209914350512,9.08827495753701
2011-02-10,0,0,6.556676851936037,7.653626491156186,12.43385588583866,10.566209914350512,7.537959063979533,9.202111976271702,12.44969463349717
2011-02-11,0,0,6.47406648728367,9.017724429234997,10.566209914350512,12.43385588583866,12.433855885838662,12.43385588583866,12.44969463349717
2011-02-12,0,0,7.756700042298081,6.17355232187144,12.43385588583866,9.017724429234997,10.497798598519744,9.017724429234997,9.583232418717504
2011-02-13,0,0,6.312192577761713,6.173552321871439,10.566209914350512,12.43385588583866,9.202111976271702,9.017724429234997,10.827820522799563
2011-02-14,0,0,6.290982849407433,10.566209914350512,12.43385588583866,10.566209914350512,12.43385588583866,12.43385588583866,7.659598596411981
2011-02-15,0,0,6.286797874310602,7.53765025995025,12.43385588583866,10.566209914350512,10.566209914350512,10.566209914350512,10.87791337200149
2011-02-16,0,0,7.606514205606884,10.566209914350512,10.799163236703595,10.799163236703595,9.202111976271702,12.43385588583866,7.314353593735344
2011-02-17,0,0,10.331985667732354,10.566209914350512,10.657378841706059,12.43385588583866,9.017724429234995,12.43385588583866,10.45782844704124
2011-02-18,0,0,8.179074635516471,10.735172065804342,12.434164689867945,10.799163236703595,12.43385588583866,12.43385588583866,10.398171827217752
2011-02-19,0,0,6.962435433962403,12.43385588583866,10.799163236703595,10.566209914350514,10.799163236703595,12.43385588583866,10.956595714131874
2011-02-20,0,0,7.146815765343285,12.43385588583866,7.53765025995025,12.433855885838662,10.566209914350512,12.43385588583866,8.043340353643723
2011-02-21,0,0,7.170622230619528,12.43385588583866,10.799163236703595,12.433855885838662,12.43385588583866,12.43385588583866,8.774097844171287
2011-02-22,0,0,7.277109360754802,7.653626491156186,9.202111976271702,12.433855885838662,12.43385588583866,12.43385588583866,12.434164689867943
2011-02-23,0,0,7.2666630602651905,10.799163236703595,12.433855885838664,12.433855885838664,10.799163236703595,12.43385588583866,9.240453951445978
2011-02-24,0,0,6.870341429249963,10.799163236703595,12.433855885838664,10.566209914350516,12.43385588583866,12.43385588583866,9.393990377954246
2011-02-25,0,0,4.100518427380339,12.433855885838664,12.433855885838664,12.43385588583866,12.43385588583866,12.43385588583866,8.994731424270178
2011-02-26,0,0,7.570338825348172,9.017724429234997,8.901748198029061,9.202111976271702,12.43385588583866,12.43385588583866,10.799472040732876
2011-02-27,0,0,7.558111466869007,9.017724429234997,9.017724429234997,12.43385588583866,12.43385588583866,10.497798598519744,9.005995211749157
2011-02-28,0,0,7.545468814300795,7.53765025995025,9.202111976271702,10.566209914350512,12.43385588583866,12.43385588583866,8.992996317557713
2011-03-01,0,0,6.178532113094253,6.17355232187144,9.017724429234997,10.799163236703595,8.901748198029061,7.653626491156187,9.058882909953299
2011-03-02,0,0,9.017724429234997,12.43385588583866,12.43385588583866,12.43385588583866,12.43385588583866,12.43385588583866,7.57843433257728
2011-03-03,0,0,8.901748198029061,9.202111976271702,12.43385588583866,9.202111976271702,10.799163236703595,10.566209914350512,10.566209914350516
2011-03-04,0,0,7.53765025995025,9.017724429234997,12.43385588583866,10.566209914350512,10.566209914350512,9.202111976271702,12.434164689867943
2011-03-05,0,0,7.53765025995025,10.566209914350512,12.43385588583866,11.512810335715578,9.017724429234997,10.566209914350512,9.093785209756204
2011-03-06,0,0,7.53765025995025,9.202111976271702,9.017724429234997,12.43385588583866,10.799163236703595,7.653626491156186,10.79947204073288
2011-03-07,0,0,7.53765025995025,4.8094543837926285,9.202111976271702,12.43385588583866,12.43385588583866,9.017724429234997,9.279054546638157
2011-03-08,0,0,4.8094543837926285,7.53765025995025,10.566209914350512,12.43385588583866,10.799163236703595,10.566209914350512,10.498416206578309
2011-03-09,0,0,7.630324682162084,6.17355232187144,10.799163236703595,10.799163236703595,12.43385588583866,12.43385588583866,10.702550314952667
2011-03-10,0,0,6.181038250946239,7.53765025995025,7.53765025995025,10.566209914350512,10.799163236703595,9.017724429234997,10.705951548674825
2011-03-11,0,0,6.023632240184737,10.566209914350516,10.799163236703595,10.799163236703595,10.566209914350512,7.653626491156186,9.168200729996713
2011-03-12,0,0,6.17355232187144,12.433855885838662,12.433855885838664,9.202111976271702,12.43385588583866,9.017724429234997,8.995770248744755
2011-03-13,0,0,4.81027838349233,9.017724429234997,8.901748198029061,12.43385588583866,9.202111976271702,9.017724429234995,12.434164689867945
2011-03-14,0,0,9.017724429234997,9.017724429234997,12.43385588583866,10.799163236703595,10.497798598519744,10.799163236703595,9.005995211749157
2011-03-15,0,0,6.09805135926325,9.017724429234997,10.566209914350512,9.017724429234997,12.43385588583866,12.433855885838664,9.017724429234997
2011-03-16,0,0,7.719447156926567,10.497798598519744,10.566209914350512,12.43385588583866,9.017724429234997,10.497798598519744,12.435093019053706
2011-03-17,0,0,6.520466832925469,7.53765025995025,9.017724429234999,10.566209914350512,9.017724429234997,7.653626491156187,9.01866902687119
2011-03-18,0,0,7.650895812389414,9.017724429234997,12.433855885838664,10.799163236703595,12.433855885838662,7.531518663933299,11.515030715083746
2011-03-19,0,0,7.6142840262874225,10.497798598519744,11.512810335715578,10.497798598519744,12.433855885838662,10.566209914350512,10.566209914350516
2011-03-20,0,0,7.54044107103481,10.566209914350512,11.512810335715578,9.017724429234995,12.433855885838662,9.017724429234997,7.53765025995025
2011-03-21,0,0,6.176343132955999,10.497798598519744,9.017724429234995,10.566209914350512,9.017724429234997,8.901748198029061,8.867477357970664
2011-03-22,0,0,7.967686237749972,7.653626491156186,10.799163236703595,12.43385588583866,10.497798598519744,7.53765025995025,7.808091246850217
2011-03-23,0,0,6.216410837882539,12.433855885838662,10.497798598519744,12.43385588583866,10.497798598519744,12.433855885838662,10.301788674954718
2011-03-24,0,0,6.230690289524445,12.433855885838662,10.497798598519744,12.43385588583866,9.202111976271702,12.433855885838662,8.898934288527323
2011-03-25,0,0,5.736140614756403,9.202111976271704,12.43385588583866,12.43385588583866,10.497798598519744,12.433855885838662,12.57022315983507
2011-03-26,0,0,6.178532113094253,10.566209914350512,11.512810335715578,12.43385588583866,10.59958857107394,12.433855885838662,10.65622090066412
2011-03-27,0,0,6.250186088208611,7.653626491156186,12.43385588583866,10.799163236703595,12.43385588583866,10.799163236703595,8.942223466626809
2011-03-28,0,0,7.653626491156186,10.799163236703595,9.017724429234997,12.43385588583866,8.901748198029061,9.202111976271706,7.738318467828975
2011-03-29,0,0,7.543028220742293,12.43385588583866,10.566209914350512,12.43385588583866,10.799163236703595,10.799163236703595,12.434164689867945
2011-03-30,0,0,5.950255655656533,12.43385588583866,10.566209914350512,12.43385588583866,10.799163236703595,9.017724429234997,10.922843934003144
2011-03-31,0,0,6.178532113094254,7.653626491156186,9.202111976271702,12.43385588583866,10.566209914350516,9.017724429234997,9.839071509852797
2011-04-01,0,0,6.204509430267196,6.173552321871439,10.799163236703595,9.017724429234997,10.799163236703595,10.566209914350516,8.960321442551528
2011-04-02,0,0,7.548976980186313,7.53765025995025,7.653626491156186,10.566209914350512,12.43385588583866,9.202111976271704,7.5392982624408456
2011-04-03,0,0,5.806524292540717,9.017724429234997,12.43385588583866,12.43385588583866,10.799163236703595,10.566209914350516,11.126975230006492
2011-04-04,0,1,10.50561715287029,8.977629619536794,12.433855885838662,7.457460640553841,6.17355232187144,10.497798598519744,10.566518718379797
2011-04-05,0,0,6.181370876221984,6.17355232187144,12.433855885838662,11.512810335715578,10.566209914350512,9.017724429234997,10.799472040732876
2011-04-06,0,0,6.181370876221984,9.017724429234997,12.433855885838662,11.512810335715578,12.43385588583866,7.653626491156186,9.018033233264278
2011-04-07,0,0,5.736140614756403,10.566209914350516,10.566209914350516,12.433855885838662,10.566209914350512,10.566209914350516,10.826752261875566
2011-04-08,0,0,6.738751507324664,9.017724429234997,10.799163236703595,12.433855885838662,10.566209914350512,10.566209914350516,10.800416638369075
2011-04-09,0,0,8.00718979650372,9.017724429234997,10.799163236703595,12.433855885838664,10.799163236703595,9.017724429234995,10.500906397408148
2011-04-10,0,0,6.18697268458698,9.017724429234997,12.43385588583866,12.433855885838664,12.43385588583866,9.017724429234997,12.43510928750414
2011-04-11,0,0,5.877892729216008,6.173552321871439,7.653626491156186,12.43385588583866,12.43385588583866,9.202111976271704,12.435745081111053
2011-04-12,0,0,7.54044107103481,12.433855885838664,11.512810335715578,12.43385588583866,12.43385588583866,12.433855885838662,11.932098434173676
2011-04-13,0,0,6.181370876221984,12.433855885838662,10.799163236703595,12.43385588583866,12.43385588583866,12.433855885838662,10.572134303209523
2011-04-14,0,0,7.908999015269964,12.433855885838662,9.017724429234997,10.799163236703595,7.653626491156186,12.433855885838662,12.439780274697672
2011-04-15,0,0,6.178532113094253,7.653626491156186,9.202111976271702,7.53765025995025,9.017724429234997,12.433855885838662,10.572134303209523
2011-04-16,0,0,5.736140614756403,9.017724429234997,10.799163236703595,12.43385588583866,8.901748198029061,12.433855885838662,12.439780274697673
2011-04-17,0,0,8.922209404947818,10.566209914350512,10.799163236703595,11.512810335715578,10.799163236703595,12.433855885838664,9.207091767494518
2011-04-18,0,0,4.302643657979727,7.53765025995025,10.799163236703595,11.512810335715578,10.566209914350512,10.497798598519744,10.334575501522316
2011-04-19,0,0,8.429207301904981,9.017724429234997,9.017724429234997,11.512810335715578,7.53765025995025,12.433855885838664,10.506086200731971
2011-04-20,0,0,5.6667415960585386,9.202111976271702,10.799163236703595,12.43385588583866,7.653626491156187,12.43385588583866,12.706690413822608
